Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
32,male,United States,No,Yes,No,Never,100-500,Yes,Yes,No,No,No,Dont know,No,Somewhat easy,Yes,Yes,Yes,No,Yes,Yes,Yes,No
54,male,Netherlands,Yes,No,No,Rarely,500-1000,No,Yes,Yes,No,No,No,No,Very difficult,Yes,Maybe,Yes,No,No,Yes,No,No
38,male,France,Yes,No,Yes,Never,6-25,Yes,Yes,Yes,No,Yes,Dont know,No,Dont know,No,Yes,Some of them,Yes,Yes,Maybe,Yes,Yes
31,female,India,Yes,Yes,Yes,Rarely,26-100,Yes,No,No,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Yes,No,No,Yes,No,No
19,male,India,No,No,Yes,Never,6-25,No,Yes,No,Not sure,Dont know,Dont know,Yes,Somewhat easy,Maybe,Yes,No,Yes,No,Maybe,No,Yes
28,male,India,No,No,No,Rarely,More than 1000,No,No,Dont know,Not sure,Dont know,Yes,No,Very easy,No,Yes,No,No,Yes,Maybe,Dont know,No
56,male,Brazil,No,Yes,No,Never,100-500,No,Yes,No,No,Yes,Yes,Dont know,Very easy,Maybe,No,Yes,Some of them,Maybe,Maybe,Yes,Yes
55,female,United Kingdom,No,No,Yes,Often,More than 1000,No,No,Dont know,Not sure,Dont know,Yes,Dont know,Dont know,Yes,Yes,Some of them,Yes,No,No,Dont know,No
51,male,United States,No,Yes,Yes,Rarely,1-5,No,Yes,No,Not sure,Dont know,Dont know,Dont know,Somewhat easy,Maybe,Yes,No,Yes,Maybe,No,Dont know,No
55,male,India,Yes,No,No,Rarely,100-500,Yes,No,No,No,Dont know,No,No,Somewhat easy,Yes,No,No,Yes,Yes,Maybe,Dont know,Yes
51,male,Sweden,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,Yes,No,Yes,Somewhat difficult,Yes,No,Some of them,No,Maybe,Maybe,Yes,No
35,male,Other,No,No,No,Sometimes,100-500,Yes,Yes,No,Yes,Yes,No,No,Dont know,Yes,Maybe,Yes,Yes,Maybe,No,No,Yes
47,male,Netherlands,Yes,No,No,Never,1-5,Yes,Yes,Dont know,Yes,Dont know,Yes,Dont know,Dont know,Maybe,Maybe,No,No,Maybe,No,No,Yes
32,male,Canada,No,No,Yes,Rarely,500-1000,Yes,No,Dont know,Yes,Yes,Dont know,Yes,Somewhat difficult,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,No
44,male,Sweden,Yes,Yes,No,Never,More than 1000,Yes,Yes,No,Yes,No,No,No,Somewhat difficult,No,Maybe,Yes,No,Yes,No,No,No
51,male,United States,Yes,Yes,Yes,Often,More than 1000,Yes,Yes,No,Not sure,Dont know,Dont know,No,Very easy,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,No
55,male,Brazil,Yes,Yes,No,Sometimes,6-25,No,No,Dont know,Not sure,Yes,No,Dont know,Dont know,No,Yes,Yes,Some of them,Maybe,Maybe,Yes,Yes
50,female,United States,Yes,Yes,No,Never,100-500,No,Yes,Yes,Yes,Yes,Yes,No,Dont know,No,No,No,Some of them,Yes,Maybe,No,Yes
41,female,Canada,Yes,No,Yes,Never,6-25,Yes,Yes,Yes,Yes,Dont know,Dont know,Yes,Somewhat difficult,No,No,Some of them,Yes,Yes,No,Dont know,No
32,female,Netherlands,No,No,No,Sometimes,500-1000,Yes,Yes,Yes,No,Yes,No,Dont know,Very difficult,No,Yes,No,No,No,Yes,Yes,Yes
47,other,Canada,Yes,Yes,Yes,Rarely,100-500,No,Yes,Dont know,Not sure,Dont know,No,Dont know,Very difficult,Maybe,Yes,Some of them,No,Yes,No,Yes,No
59,male,Germany,Yes,Yes,Yes,Never,100-500,No,No,Dont know,Not sure,Yes,No,Yes,Very easy,No,Yes,Yes,No,Maybe,Yes,Yes,No
34,male,Netherlands,No,Yes,No,Sometimes,6-25,Yes,Yes,Yes,Yes,No,No,Dont know,Very difficult,Yes,Yes,Some of them,Some of them,Yes,Yes,Yes,No
22,male,United States,No,No,Yes,Rarely,6-25,No,Yes,Yes,Not sure,Dont know,Yes,No,Very difficult,No,Yes,Yes,Some of them,Yes,Maybe,No,Yes
46,male,India,Yes,Yes,Yes,Often,1-5,No,No,No,No,No,No,No,Very difficult,Yes,Yes,No,Some of them,Yes,Yes,No,Yes
21,female,United States,No,Yes,Yes,Sometimes,500-1000,No,Yes,Dont know,No,Dont know,No,Dont know,Somewhat easy,Maybe,Maybe,No,No,Yes,Maybe,Yes,No
27,male,United States,No,No,Yes,Never,1-5,Yes,Yes,Dont know,Not sure,Yes,Yes,Yes,Very easy,No,Maybe,Some of them,No,No,Yes,Dont know,Yes
34,female,Netherlands,Yes,No,Yes,Often,More than 1000,No,Yes,Yes,Yes,No,No,No,Somewhat difficult,Yes,Maybe,Yes,No,Maybe,Maybe,No,No
27,male,Other,Yes,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Not sure,Yes,Dont know,Yes,Very difficult,Maybe,No,Yes,Yes,Maybe,Yes,Dont know,No
34,female,Germany,No,No,No,Rarely,6-25,Yes,Yes,Dont know,No,Dont know,Dont know,No,Somewhat easy,Maybe,Yes,Some of them,Yes,Yes,No,Dont know,Yes
37,male,United States,Yes,Yes,Yes,Sometimes,100-500,Yes,No,No,Yes,Dont know,No,No,Very difficult,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
41,male,Sweden,Yes,No,No,Sometimes,100-500,Yes,Yes,Yes,Not sure,Dont know,Yes,Dont know,Somewhat easy,No,Maybe,Yes,Some of them,No,No,No,No
22,male,France,No,Yes,No,Sometimes,26-100,Yes,Yes,Dont know,Yes,Dont know,Yes,Dont know,Very easy,Maybe,No,Yes,Some of them,Yes,Yes,Yes,No
51,male,Australia,Yes,Yes,Yes,Rarely,More than 1000,No,Yes,Dont know,Yes,Dont know,Yes,Yes,Very difficult,Yes,Maybe,No,No,No,Yes,Yes,No
23,male,Australia,Yes,Yes,No,Often,26-100,Yes,Yes,No,No,No,No,Dont know,Somewhat easy,No,Yes,No,Yes,Maybe,Maybe,Dont know,No
19,male,United States,Yes,Yes,No,Rarely,100-500,Yes,No,No,Yes,Dont know,No,No,Dont know,Maybe,Yes,No,No,Maybe,Yes,Dont know,Yes
30,female,Sweden,Yes,No,Yes,Never,6-25,Yes,No,Yes,Not sure,Yes,Dont know,No,Dont know,Yes,Maybe,Yes,Yes,No,Yes,Dont know,Yes
60,male,Other,Yes,No,Yes,Rarely,100-500,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,Maybe,No,Yes,Maybe,Yes,Yes,No
60,male,India,No,No,Yes,Never,More than 1000,No,Yes,Yes,Yes,Yes,No,Yes,Very difficult,Maybe,Yes,Yes,No,Yes,No,Yes,Yes
65,male,Brazil,No,No,No,Often,26-100,No,Yes,Dont know,Not sure,Dont know,No,No,Very difficult,Yes,Maybe,Yes,No,Yes,Maybe,Yes,No
28,female,Brazil,Yes,Yes,No,Sometimes,6-25,No,Yes,Yes,No,Yes,No,Dont know,Very easy,Maybe,Yes,Some of them,Yes,No,Maybe,Yes,No
64,male,Netherlands,No,Yes,Yes,Sometimes,100-500,No,Yes,Dont know,No,No,Yes,Dont know,Very easy,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,No
40,male,Australia,Yes,No,Yes,Rarely,500-1000,No,Yes,Yes,Not sure,No,Yes,Yes,Somewhat difficult,No,No,No,Some of them,Maybe,Yes,Yes,No
33,male,United States,Yes,No,No,Sometimes,More than 1000,No,Yes,No,Not sure,No,Dont know,Yes,Very easy,Yes,Yes,No,No,No,No,Yes,Yes
48,male,Brazil,Yes,No,No,Often,More than 1000,Yes,Yes,No,No,Yes,Yes,No,Very difficult,No,No,Yes,No,No,Yes,Yes,Yes
28,female,United States,Yes,No,No,Sometimes,500-1000,Yes,Yes,Dont know,Yes,No,No,No,Somewhat difficult,Maybe,Maybe,No,No,Maybe,Maybe,No,No
33,male,Netherlands,Yes,No,No,Rarely,100-500,No,Yes,No,Not sure,Yes,Dont know,Yes,Very easy,Yes,No,Yes,No,No,Maybe,No,Yes
25,male,Australia,No,Yes,Yes,Often,More than 1000,Yes,Yes,Dont know,Yes,Dont know,Yes,No,Somewhat easy,Yes,Maybe,Some of them,Yes,Yes,No,No,No
21,female,Canada,No,Yes,No,Never,6-25,Yes,Yes,Dont know,Not sure,Dont know,Yes,Yes,Dont know,Yes,No,Yes,Some of them,Maybe,No,No,Yes
57,male,Other,Yes,Yes,No,Rarely,100-500,No,Yes,No,No,Yes,Yes,Yes,Very easy,Yes,No,Yes,No,No,Maybe,Yes,No
21,male,France,No,No,No,Never,100-500,Yes,No,Dont know,Yes,No,Yes,Dont know,Very easy,No,No,Some of them,Yes,No,No,Yes,No
42,male,France,Yes,No,No,Often,26-100,Yes,Yes,No,Yes,Yes,No,Yes,Somewhat easy,No,Yes,No,Yes,No,Yes,Dont know,No
20,other,Brazil,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,No,Very difficult,Maybe,No,Some of them,Yes,Maybe,Yes,Dont know,Yes
49,male,France,Yes,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,Yes,No,Dont know,Somewhat easy,Maybe,Maybe,Some of them,Yes,Yes,No,No,Yes
20,female,Other,No,Yes,No,Often,500-1000,No,No,No,Not sure,Dont know,No,Dont know,Very easy,Maybe,Maybe,Yes,Yes,Yes,Maybe,Dont know,No
44,male,Canada,Yes,Yes,No,Sometimes,26-100,No,No,No,No,Yes,No,No,Very difficult,Maybe,Yes,Yes,No,Maybe,No,No,Yes
46,male,Other,Yes,No,Yes,Rarely,26-100,Yes,Yes,No,Yes,Dont know,Dont know,No,Somewhat difficult,Yes,Yes,Some of them,No,No,Maybe,Yes,Yes
49,male,United States,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,No,Not sure,Yes,No,No,Very easy,No,Maybe,No,Some of them,Maybe,No,Yes,Yes
36,other,Netherlands,No,Yes,No,Never,100-500,Yes,No,Yes,Yes,Dont know,Yes,Yes,Somewhat easy,No,No,Some of them,No,Maybe,No,Dont know,Yes
38,male,Canada,Yes,No,No,Sometimes,26-100,No,Yes,Dont know,Not sure,Yes,Dont know,Dont know,Somewhat difficult,No,Maybe,No,Yes,No,No,Yes,Yes
22,female,Netherlands,No,No,Yes,Never,500-1000,No,Yes,Dont know,Not sure,Yes,Yes,Yes,Dont know,No,Yes,Some of them,Some of them,Maybe,Yes,Yes,Yes
35,female,Netherlands,Yes,No,Yes,Never,26-100,No,Yes,Yes,Not sure,No,No,Yes,Somewhat difficult,Maybe,Yes,Some of them,Yes,Yes,Yes,No,Yes
45,male,Australia,No,No,Yes,Sometimes,500-1000,Yes,Yes,Dont know,No,No,Yes,Yes,Somewhat easy,Yes,Maybe,No,Yes,Maybe,Maybe,Dont know,Yes
59,male,United States,No,No,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,Dont know,Yes,Somewhat difficult,No,No,Some of them,No,No,No,Yes,Yes
39,male,Sweden,Yes,No,Yes,Often,500-1000,No,Yes,Dont know,No,Yes,Dont know,Dont know,Somewhat easy,Yes,No,Yes,Yes,Maybe,Yes,Dont know,Yes
38,male,France,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,Not sure,Yes,Yes,Dont know,Very easy,Yes,Yes,Some of them,No,Yes,No,Yes,Yes
23,female,Sweden,No,Yes,No,Rarely,26-100,Yes,No,No,Not sure,Yes,Yes,Yes,Very difficult,Yes,Maybe,Yes,Yes,Maybe,Maybe,No,Yes
18,female,Australia,Yes,No,Yes,Sometimes,6-25,No,Yes,No,No,No,Yes,No,Dont know,Yes,Maybe,No,Some of them,Maybe,Yes,Yes,Yes
22,male,Netherlands,No,Yes,Yes,Often,500-1000,No,No,Yes,No,Dont know,Dont know,Dont know,Very difficult,No,Yes,No,Yes,Maybe,Maybe,Dont know,No
58,male,Brazil,Yes,No,Yes,Often,500-1000,Yes,Yes,Yes,Yes,Yes,No,Yes,Very difficult,No,Maybe,Yes,No,Maybe,Yes,Dont know,No
29,female,Other,Yes,No,Yes,Often,500-1000,No,Yes,Dont know,Not sure,No,Yes,No,Very difficult,No,Yes,Some of them,Yes,No,No,No,Yes
43,male,France,Yes,No,No,Sometimes,1-5,Yes,Yes,Dont know,No,Yes,No,No,Somewhat easy,Maybe,No,Yes,No,Yes,Maybe,Yes,Yes
63,female,France,Yes,No,No,Sometimes,26-100,No,No,Dont know,Not sure,Yes,Dont know,Yes,Somewhat easy,No,No,Yes,No,Yes,Yes,No,Yes
51,male,United States,Yes,Yes,Yes,Never,500-1000,No,Yes,Yes,Not sure,Dont know,Yes,Dont know,Dont know,Maybe,Maybe,No,Some of them,Yes,Yes,Dont know,No
31,female,Germany,No,No,No,Never,More than 1000,No,Yes,Dont know,Yes,Yes,Yes,No,Somewhat easy,Maybe,No,Yes,No,Maybe,No,No,No
43,male,United Kingdom,Yes,Yes,No,Rarely,1-5,Yes,No,No,Yes,Yes,Dont know,Dont know,Somewhat easy,Maybe,No,Some of them,Some of them,Yes,Maybe,Yes,Yes
62,male,United Kingdom,Yes,No,No,Never,6-25,Yes,Yes,Dont know,Yes,Dont know,Yes,Dont know,Somewhat easy,No,Yes,Yes,Some of them,No,Maybe,Yes,Yes
44,male,United Kingdom,No,No,No,Rarely,500-1000,No,No,No,No,Dont know,No,No,Somewhat easy,No,Yes,No,Yes,Maybe,Maybe,No,Yes
26,male,Germany,No,No,No,Often,500-1000,No,Yes,Yes,Not sure,Dont know,Dont know,Yes,Very easy,No,Maybe,Some of them,Some of them,Maybe,No,Dont know,Yes
43,male,United States,No,Yes,No,Never,1-5,No,No,No,No,Dont know,Dont know,No,Dont know,Maybe,Yes,No,No,Yes,Yes,Dont know,Yes
64,female,Germany,Yes,No,Yes,Sometimes,26-100,Yes,Yes,No,No,No,Yes,No,Somewhat easy,Maybe,Maybe,Yes,No,Maybe,Yes,No,No
39,female,United Kingdom,Yes,No,Yes,Never,More than 1000,No,Yes,No,Yes,No,Dont know,Dont know,Dont know,Yes,Maybe,Yes,Some of them,Maybe,Maybe,Yes,Yes
64,male,Australia,Yes,No,Yes,Rarely,6-25,No,Yes,Yes,Not sure,No,Yes,Yes,Somewhat difficult,Maybe,Yes,No,Yes,Yes,Yes,Yes,No
47,male,Canada,No,Yes,Yes,Never,500-1000,No,Yes,Yes,Not sure,Yes,Yes,Dont know,Very easy,Maybe,No,No,Some of them,No,Maybe,Yes,Yes
60,male,Netherlands,Yes,Yes,Yes,Often,26-100,No,Yes,Yes,Yes,Dont know,Dont know,No,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,Yes
65,male,Germany,No,Yes,No,Sometimes,More than 1000,Yes,Yes,Yes,Not sure,Dont know,Yes,Yes,Very easy,Yes,No,No,No,Yes,No,Dont know,No
34,male,United States,Yes,No,Yes,Rarely,More than 1000,Yes,Yes,Dont know,Yes,No,No,Yes,Very easy,Yes,No,No,Yes,No,No,Yes,No
43,male,United States,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,No,Yes,No,Yes,Somewhat difficult,Yes,Maybe,Yes,Yes,No,Maybe,No,Yes
53,male,Sweden,Yes,No,No,Sometimes,100-500,Yes,Yes,No,No,Yes,Yes,Yes,Dont know,No,No,Yes,Yes,No,Yes,No,No
18,male,Canada,Yes,Yes,No,Rarely,More than 1000,Yes,Yes,Yes,Yes,Yes,No,Yes,Very easy,Yes,Maybe,No,Yes,Maybe,No,No,Yes
25,male,Brazil,Yes,Yes,Yes,Sometimes,100-500,Yes,No,Dont know,No,No,Yes,No,Very difficult,Yes,Yes,No,No,Maybe,Maybe,No,No
52,male,France,No,No,No,Sometimes,More than 1000,No,Yes,Dont know,No,Yes,No,No,Somewhat difficult,No,Yes,Yes,Yes,Maybe,Maybe,Yes,No
32,other,United Kingdom,No,Yes,No,Never,6-25,Yes,Yes,Dont know,Yes,Yes,Dont know,No,Very difficult,Yes,Maybe,Some of them,Yes,No,No,Dont know,Yes
64,male,Brazil,Yes,No,No,Sometimes,1-5,Yes,Yes,No,No,Yes,Yes,Dont know,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,No,Yes,Yes
39,female,Sweden,Yes,No,No,Sometimes,6-25,Yes,Yes,Yes,Not sure,Dont know,Yes,Yes,Very difficult,Maybe,Maybe,Some of them,No,No,No,Dont know,No
31,male,United Kingdom,Yes,Yes,Yes,Sometimes,6-25,No,Yes,Yes,No,No,Yes,Yes,Very difficult,Maybe,No,Some of them,No,Yes,Yes,Yes,Yes
43,male,Canada,No,No,No,Sometimes,1-5,No,Yes,Yes,Yes,Dont know,Yes,No,Very easy,Maybe,No,Yes,Yes,No,Yes,Dont know,No
45,female,Other,Yes,No,Yes,Rarely,1-5,Yes,Yes,No,Not sure,Dont know,Yes,Yes,Very easy,Maybe,Maybe,No,No,Maybe,Maybe,No,No
40,female,Sweden,Yes,Yes,Yes,Often,26-100,Yes,No,No,Not sure,No,Yes,Dont know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,No,Yes
31,other,United Kingdom,Yes,Yes,No,Never,More than 1000,No,Yes,Dont know,No,Dont know,Dont know,Yes,Dont know,Maybe,No,Yes,Yes,Maybe,No,Dont know,No
41,male,Canada,Yes,No,No,Sometimes,26-100,No,Yes,Dont know,Not sure,Yes,Dont know,Yes,Very easy,Maybe,Maybe,No,No,Maybe,Yes,Dont know,Yes
19,male,India,No,Yes,No,Sometimes,1-5,Yes,Yes,Yes,Yes,Yes,No,Dont know,Very easy,Maybe,No,Some of them,Yes,Yes,No,Dont know,Yes
62,female,Brazil,No,No,Yes,Rarely,100-500,Yes,Yes,No,Not sure,Yes,Yes,No,Somewhat easy,No,Maybe,No,Yes,Yes,Maybe,No,No
43,male,Brazil,Yes,No,No,Often,100-500,No,Yes,No,No,Yes,No,No,Very easy,No,Yes,Some of them,No,Maybe,No,No,Yes
31,male,France,Yes,Yes,No,Sometimes,6-25,No,Yes,Yes,No,No,No,Yes,Dont know,Maybe,No,No,Some of them,No,Yes,Yes,No
24,male,Canada,No,Yes,No,Rarely,500-1000,Yes,Yes,Yes,Not sure,Dont know,Dont know,Dont know,Somewhat easy,No,Yes,Some of them,Yes,Yes,Maybe,Dont know,No
20,male,Germany,No,Yes,No,Never,6-25,No,Yes,Dont know,Yes,Dont know,No,No,Very difficult,No,Maybe,Some of them,Some of them,Yes,Maybe,Dont know,Yes
64,female,India,Yes,Yes,No,Never,6-25,Yes,Yes,Dont know,Yes,Yes,Dont know,No,Very difficult,Maybe,Yes,No,No,Maybe,No,Dont know,Yes
40,male,Other,No,No,Yes,Sometimes,500-1000,Yes,Yes,Dont know,No,Yes,No,No,Somewhat easy,Maybe,Maybe,No,Yes,No,Maybe,No,No
63,male,Australia,No,No,No,Sometimes,More than 1000,Yes,No,Yes,No,Dont know,Yes,Yes,Somewhat easy,No,No,No,No,Yes,No,Dont know,Yes
60,male,United Kingdom,Yes,Yes,No,Often,1-5,No,Yes,Yes,Yes,No,No,Dont know,Somewhat easy,Maybe,Maybe,Yes,No,Yes,No,Dont know,No
64,male,India,No,Yes,No,Often,100-500,Yes,No,Dont know,Not sure,Dont know,Dont know,Yes,Somewhat difficult,Maybe,Maybe,Yes,No,No,Yes,No,No
62,male,Canada,No,No,Yes,Sometimes,6-25,Yes,No,Dont know,Not sure,Yes,Dont know,No,Dont know,Maybe,No,No,No,Yes,Maybe,Dont know,No
35,male,Netherlands,Yes,No,No,Rarely,500-1000,No,Yes,No,Not sure,Yes,Dont know,Dont know,Dont know,Maybe,Maybe,Yes,Yes,No,No,Yes,No
55,male,United Kingdom,Yes,No,Yes,Often,26-100,No,Yes,No,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Some of them,Maybe,No,No,No
52,female,United States,No,No,Yes,Sometimes,6-25,Yes,Yes,Dont know,Yes,Dont know,No,No,Very difficult,Yes,Maybe,No,Some of them,Yes,No,No,Yes
32,male,Brazil,Yes,Yes,No,Often,100-500,Yes,No,Dont know,No,No,Dont know,No,Very difficult,No,No,Yes,Yes,Maybe,Maybe,No,No
42,male,Canada,No,No,No,Sometimes,1-5,No,Yes,No,No,No,Yes,Yes,Very easy,Yes,Yes,No,Yes,No,Maybe,Yes,No
54,female,Other,Yes,No,No,Never,6-25,No,Yes,Dont know,Not sure,Yes,Yes,No,Very difficult,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,No,No
45,female,United States,No,Yes,Yes,Sometimes,6-25,No,Yes,No,Yes,Dont know,No,No,Somewhat easy,Yes,Maybe,Some of them,Some of them,Maybe,No,No,No
27,male,France,Yes,No,Yes,Never,More than 1000,Yes,No,No,Yes,Yes,No,Dont know,Very difficult,No,Maybe,Yes,Yes,Maybe,Maybe,No,No
56,male,Sweden,No,No,Yes,Often,500-1000,Yes,Yes,No,Not sure,Dont know,Dont know,No,Somewhat easy,No,No,Some of them,No,No,No,No,No
34,male,Australia,No,Yes,Yes,Sometimes,26-100,Yes,No,Yes,Not sure,Yes,No,Yes,Somewhat difficult,No,Maybe,No,Yes,No,Maybe,Yes,Yes
56,female,Australia,No,Yes,Yes,Often,26-100,No,Yes,Yes,Not sure,Yes,No,Dont know,Very easy,No,No,Yes,Some of them,No,Maybe,Dont know,Yes
39,other,United States,Yes,Yes,Yes,Never,1-5,Yes,Yes,Dont know,No,Dont know,Dont know,Yes,Very easy,No,Maybe,No,No,No,No,Dont know,No
43,female,Brazil,Yes,No,No,Sometimes,100-500,No,Yes,No,Not sure,Dont know,Dont know,No,Dont know,Yes,Yes,No,Some of them,No,Maybe,No,No
61,male,France,No,No,No,Often,1-5,Yes,Yes,Yes,No,Yes,No,Dont know,Somewhat difficult,No,Maybe,No,No,Yes,No,Yes,No
42,female,Netherlands,No,Yes,Yes,Never,6-25,No,Yes,Dont know,Yes,Dont know,Yes,Dont know,Somewhat easy,Yes,Yes,Some of them,Some of them,Yes,Maybe,No,Yes
34,male,Brazil,Yes,Yes,No,Often,6-25,Yes,Yes,Dont know,Yes,Yes,No,Dont know,Somewhat difficult,No,No,No,No,Yes,Maybe,Dont know,No
30,male,India,Yes,No,No,Rarely,26-100,Yes,No,Dont know,No,Dont know,Yes,Dont know,Very easy,No,Yes,Some of them,Yes,Maybe,Maybe,Dont know,No
37,male,Australia,Yes,Yes,Yes,Never,100-500,No,Yes,Dont know,No,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,Yes,Maybe,Maybe,Yes,No
42,other,India,Yes,Yes,Yes,Never,500-1000,No,No,Dont know,No,Yes,Yes,No,Somewhat difficult,Yes,Maybe,Some of them,No,No,Yes,Dont know,No
21,male,Other,Yes,Yes,No,Never,100-500,Yes,Yes,No,No,Yes,Dont know,No,Very easy,No,No,Some of them,No,No,No,No,No
27,female,United Kingdom,Yes,No,Yes,Sometimes,6-25,No,No,Dont know,Not sure,No,Dont know,Dont know,Somewhat easy,No,Maybe,Some of them,Yes,Yes,Yes,Yes,No
20,male,Germany,No,No,Yes,Sometimes,500-1000,No,Yes,No,Yes,Dont know,Dont know,No,Somewhat easy,No,Maybe,No,Yes,No,Maybe,Dont know,Yes
58,male,Canada,Yes,No,No,Sometimes,100-500,Yes,No,Yes,Not sure,Yes,No,Yes,Very easy,Maybe,No,No,No,Maybe,Maybe,No,No
62,male,France,No,No,Yes,Rarely,100-500,No,No,Dont know,No,No,Dont know,No,Somewhat easy,Yes,No,Some of them,No,No,No,Yes,No
35,male,Brazil,Yes,No,No,Rarely,500-1000,Yes,Yes,Yes,Not sure,Yes,Dont know,Yes,Very easy,No,Yes,No,Yes,Yes,No,No,No
64,female,Australia,Yes,No,No,Never,6-25,Yes,Yes,No,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Some of them,No,No,Dont know,No
53,male,India,No,Yes,No,Rarely,100-500,No,Yes,No,Yes,Yes,No,No,Very difficult,No,Maybe,No,Yes,Maybe,No,No,No
64,female,Sweden,No,No,No,Often,500-1000,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,No,Yes,Maybe,Yes,No
39,female,United Kingdom,Yes,No,No,Never,More than 1000,Yes,No,Dont know,Yes,No,No,Yes,Somewhat easy,No,Maybe,Some of them,No,No,No,No,No
51,female,Canada,No,Yes,Yes,Never,More than 1000,Yes,Yes,Dont know,No,No,No,Yes,Very easy,Yes,Yes,Yes,Some of them,Maybe,Yes,Dont know,No
64,male,Canada,No,No,Yes,Often,6-25,Yes,Yes,Yes,Not sure,Dont know,Dont know,Yes,Somewhat easy,Yes,No,No,Yes,Yes,No,Yes,No
25,male,Brazil,No,No,Yes,Never,500-1000,Yes,Yes,Yes,No,Dont know,Yes,Dont know,Dont know,Yes,Maybe,No,No,Yes,No,Yes,Yes
57,male,France,No,Yes,Yes,Rarely,More than 1000,Yes,No,Yes,Yes,No,Yes,No,Very difficult,Yes,No,Yes,Yes,Maybe,Yes,Dont know,Yes
61,other,Netherlands,Yes,Yes,No,Sometimes,500-1000,Yes,No,Dont know,No,Dont know,No,Dont know,Somewhat easy,No,No,Some of them,No,No,Yes,No,Yes
36,female,Other,No,Yes,No,Often,100-500,No,Yes,Dont know,No,No,Dont know,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes,No,No
59,male,Sweden,Yes,No,Yes,Rarely,6-25,No,Yes,Dont know,Yes,Dont know,Dont know,No,Somewhat difficult,Maybe,No,Yes,Yes,No,Yes,Dont know,Yes
58,female,Other,Yes,Yes,No,Often,More than 1000,No,Yes,Yes,No,Yes,Dont know,Yes,Somewhat easy,Maybe,Yes,Yes,Yes,Yes,No,Yes,Yes
54,male,Brazil,Yes,No,Yes,Often,100-500,Yes,Yes,Dont know,No,Dont know,Dont know,No,Dont know,No,Maybe,Some of them,Some of them,Yes,Yes,Dont know,Yes
23,male,India,Yes,No,Yes,Never,1-5,No,Yes,No,No,Yes,No,Dont know,Very difficult,Maybe,No,No,No,No,Maybe,Yes,Yes
43,male,Germany,No,No,Yes,Never,1-5,Yes,Yes,Yes,Not sure,Yes,Dont know,No,Somewhat difficult,Yes,Maybe,Yes,No,Yes,No,Yes,No
51,female,United States,No,No,No,Rarely,6-25,Yes,Yes,Dont know,No,Dont know,Yes,Yes,Very easy,No,Yes,Yes,Yes,Yes,Maybe,No,Yes
62,male,Netherlands,Yes,Yes,No,Often,More than 1000,No,Yes,Yes,Yes,No,Yes,No,Very easy,Maybe,Maybe,Yes,Some of them,Maybe,No,Dont know,Yes
23,female,France,Yes,Yes,No,Never,More than 1000,Yes,Yes,No,Not sure,Yes,No,No,Very difficult,Yes,Maybe,Yes,Yes,No,No,Yes,No
54,female,United Kingdom,Yes,No,No,Never,More than 1000,Yes,Yes,No,Not sure,Yes,Dont know,Dont know,Very easy,Yes,Yes,Yes,Yes,No,Maybe,No,Yes
50,female,Netherlands,Yes,Yes,Yes,Often,500-1000,Yes,Yes,Yes,Yes,Dont know,Dont know,Yes,Dont know,No,No,Yes,No,No,Yes,Dont know,No
39,male,Australia,No,No,No,Rarely,100-500,Yes,Yes,Yes,No,No,Dont know,No,Somewhat easy,No,Maybe,Some of them,No,Yes,Yes,Dont know,Yes
38,male,France,Yes,No,No,Rarely,More than 1000,Yes,Yes,No,Not sure,No,Dont know,Dont know,Very difficult,Maybe,Maybe,Some of them,No,Yes,Maybe,Yes,Yes
23,male,Germany,No,No,No,Often,100-500,Yes,Yes,Yes,Not sure,Dont know,No,No,Somewhat difficult,Maybe,No,Yes,No,Yes,Yes,Yes,Yes
