age,country,employment,remotework,orgsize,comptotal,jobsat,convertedcompyearly,industry
25-34 years old,Ukraine,"Employed, full-time",Remote,20 to 99 employees,18000.0,8.0,19333.0,Software Development
55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,I don’t know,61000.0,8.0,77707.0,"Transportation, or Supply Chain"
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,45000.0,8.0,48333.0,Software Development
25-34 years old,Denmark,"Employed, full-time",In-person,2 to 9 employees,600000.0,8.0,86401.0,Software Development
25-34 years old,Spain,"Employed, full-time",Remote,20 to 99 employees,34000.0,9.0,36518.0,"Internet, Telecomm or Information Services"
25-34 years old,Hungary,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,30000000.0,7.0,81526.0,Computer Systems Design and Services
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",180000.0,6.0,180000.0,Other:
25-34 years old,Ukraine,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"1,000 to 4,999 employees",3120000.0,7.0,77014.0,Software Development
35-44 years old,Turkey,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,40000.0,7.0,40000.0,Software Development
18-24 years old,Spain,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",28000.0,8.0,30074.0,Other:
35-44 years old,Hungary,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",28000000.0,9.0,76091.0,Software Development
18-24 years old,Malawi,"Employed, full-time",In-person,20 to 99 employees,9864000.0,8.0,5694.0,Computer Systems Design and Services
25-34 years old,Denmark,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,55000.0,9.0,7920.0,Software Development
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",57000.0,7.0,61222.0,Software Development
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,500 to 999 employees,67000.0,7.0,85350.0,Other:
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",31000.0,6.0,39490.0,Higher Education
18-24 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,870000.0,5.0,10408.0,Software Development
35-44 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,70000.0,8.0,75184.0,Computer Systems Design and Services
25-34 years old,South Africa,"Employed, full-time",In-person,10 to 19 employees,250000.0,8.0,13452.0,Software Development
25-34 years old,France,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",100 to 499 employees,40000.0,8.0,42962.0,Software Development
45-54 years old,United States of America,"Employed, full-time",Remote,"5,000 to 9,999 employees",200000.0,9.0,200000.0,Healthcare
18-24 years old,Bangladesh,"Employed, full-time",Remote,20 to 99 employees,1600000.0,7.0,13597.0,Software Development
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,44000.0,8.0,47259.0,Energy
25-34 years old,France,"Employed, full-time",Remote,100 to 499 employees,50000.0,8.0,53703.0,Media & Advertising Services
35-44 years old,Ukraine,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"10,000 or more employees",120000.0,10.0,120000.0,Software Development
25-34 years old,Netherlands,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",2 to 9 employees,46800.0,6.0,50266.0,Software Development
45-54 years old,"Venezuela, Bolivarian Republic of...","Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,1500.0,8.0,1500.0,Software Development
25-34 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,45000.0,6.0,48333.0,Computer Systems Design and Services
25-34 years old,Ukraine,"Employed, full-time",Remote,100 to 499 employees,4250.0,7.0,4250.0,Software Development
18-24 years old,United States of America,"Employed, full-time",In-person,10 to 19 employees,60000.0,7.0,60000.0,Manufacturing
55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,100000.0,8.0,127388.0,Other:
25-34 years old,India,"Employed, full-time",In-person,2 to 9 employees,500000.0,9.0,5982.0,Healthcare
25-34 years old,Israel,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,528000.0,8.0,142477.0,Fintech
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,70000.0,9.0,75184.0,Software Development
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,100 to 499 employees,76000.0,8.0,96815.0,"Internet, Telecomm or Information Services"
45-54 years old,United States of America,"Employed, full-time",Remote,10 to 19 employees,165000.0,4.0,165000.0,Healthcare
35-44 years old,United Arab Emirates,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",524000.0,7.0,142666.0,Software Development
25-34 years old,Ukraine,"Employed, full-time",Remote,100 to 499 employees,1200000.0,8.0,29621.0,Software Development
45-54 years old,Australia,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,160000.0,4.0,105706.0,Banking/Financial Services
35-44 years old,Germany,"Employed, full-time",In-person,20 to 99 employees,70000.0,9.0,75184.0,Energy
35-44 years old,Austria,"Employed, part-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",30300.0,7.0,32544.0,Higher Education
35-44 years old,Canada,"Employed, full-time",Remote,20 to 99 employees,133000.0,7.0,96682.0,Energy
35-44 years old,Brazil,"Employed, full-time",Remote,"5,000 to 9,999 employees",250000.0,8.0,46622.0,Software Development
25-34 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",60000.0,6.0,64444.0,Computer Systems Design and Services
25-34 years old,Sweden,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",360000.0,4.0,34338.0,Higher Education
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",43500.0,7.0,46722.0,Software Development
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,20 to 99 employees,50000.0,3.0,63694.0,Other:
35-44 years old,Georgia,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,127000.0,5.0,44397.0,Software Development
35-44 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,150000.0,7.0,150000.0,Retail and Consumer Services
18-24 years old,United States of America,"Independent contractor, freelancer, or self-employed",Remote,10 to 19 employees,120000.0,7.0,120000.0,Software Development
18-24 years old,Ukraine,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",360000.0,7.0,8886.0,Healthcare
25-34 years old,Brazil,"Employed, full-time",In-person,2 to 9 employees,42900.0,10.0,8000.0,Software Development
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,99000.0,6.0,99000.0,Software Development
25-34 years old,Egypt,"Employed, full-time",Remote,2 to 9 employees,31200.0,3.0,39745.0,Software Development
25-34 years old,Ukraine,"Employed, full-time",Remote,100 to 499 employees,250000.0,8.0,6171.0,Healthcare
25-34 years old,Switzerland,"Employed, full-time",In-person,"5,000 to 9,999 employees",100000.0,7.0,111417.0,Manufacturing
25-34 years old,United States of America,"Employed, full-time",In-person,100 to 499 employees,130000.0,7.0,130000.0,Manufacturing
35-44 years old,Serbia,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",10 to 19 employees,3500000.0,8.0,32113.0,Media & Advertising Services
25-34 years old,Israel,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,400000.0,10.0,107937.0,Software Development
25-34 years old,Poland,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,168000.0,8.0,41574.0,Computer Systems Design and Services
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,100000.0,7.0,100000.0,Other:
25-34 years old,Dominican Republic,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"1,000 to 4,999 employees",128400.0,9.0,128400.0,Fintech
18-24 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",In-person,2 to 9 employees,120000.0,9.0,152865.0,Fintech
45-54 years old,United States of America,"Employed, full-time",Remote,20 to 99 employees,90000.0,8.0,90000.0,Other:
35-44 years old,Germany,"Employed, part-time","Hybrid (some remote, some in-person)",500 to 999 employees,50000.0,5.0,53703.0,Energy
45-54 years old,Brazil,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",10 to 19 employees,240000.0,9.0,44757.0,Computer Systems Design and Services
18-24 years old,Pakistan,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,10 to 19 employees,1200000.0,10.0,4307.0,Software Development
25-34 years old,Ukraine,"Employed, full-time",Remote,100 to 499 employees,1680000.0,8.0,41469.0,Government
35-44 years old,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"5,000 to 9,999 employees",155000.0,7.0,155000.0,Software Development
35-44 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",3600000.0,8.0,43068.0,Software Development
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",300000.0,10.0,300000.0,Software Development
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",125000.0,7.0,125000.0,Fintech
45-54 years old,Ecuador,"Employed, full-time",In-person,"1,000 to 4,999 employees",28000.0,6.0,28000.0,Banking/Financial Services
18-24 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,70000.0,9.0,75184.0,Manufacturing
25-34 years old,Ukraine,"Employed, full-time",Remote,20 to 99 employees,70000.0,7.0,1728.0,Software Development
25-34 years old,Ukraine,"Independent contractor, freelancer, or self-employed",Remote,"10,000 or more employees",55000.0,6.0,55000.0,Software Development
35-44 years old,Sweden,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,720000.0,8.0,68677.0,Healthcare
18-24 years old,Spain,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",44000.0,6.0,47259.0,"Internet, Telecomm or Information Services"
25-34 years old,Kenya,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,792000.0,7.0,6140.0,Fintech
25-34 years old,Poland,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,75000.0,9.0,18560.0,Other:
35-44 years old,Sweden,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,540360.0,3.0,51542.0,Other:
25-34 years old,Ukraine,"Employed, full-time",Remote,100 to 499 employees,1000000.0,6.0,24684.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,110000.0,8.0,110000.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,"5,000 to 9,999 employees",135000.0,7.0,135000.0,Software Development
45-54 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,225000.0,8.0,225000.0,Software Development
18-24 years old,Switzerland,"Employed, full-time",In-person,10 to 19 employees,16000.0,2.0,17827.0,Software Development
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",In-person,20 to 99 employees,28500.0,7.0,36306.0,Retail and Consumer Services
18-24 years old,Bulgaria,"Employed, full-time;Employed, part-time","Hybrid (some remote, some in-person)",100 to 499 employees,2060.0,8.0,1131.0,Software Development
25-34 years old,Ukraine,"Employed, full-time",Remote,10 to 19 employees,42000.0,9.0,1037.0,Manufacturing
18-24 years old,Philippines,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",300000.0,10.0,5106.0,Banking/Financial Services
18-24 years old,India,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",20 to 99 employees,1365000.0,8.0,16330.0,Software Development
35-44 years old,Ukraine,"Employed, full-time",Remote,"10,000 or more employees",4800000.0,9.0,118483.0,"Internet, Telecomm or Information Services"
18-24 years old,United States of America,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,53000.0,6.0,53000.0,Media & Advertising Services
45-54 years old,Hungary,"Employed, full-time",Remote,"10,000 or more employees",26000000.0,8.0,70656.0,Software Development
18-24 years old,Canada,"Employed, full-time;Student, full-time",Remote,2 to 9 employees,35000.0,6.0,25443.0,Software Development
55-64 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,110000.0,9.0,110000.0,Government
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,360000.0,8.0,360000.0,Government
